projection_function	clustering_algorithm	n_cubes	perc_overlap	unclustered_samples	num_clusters	num_edges	num_connected_components	std_dev_cluster_sizes	combined_score
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	20	0.1	43	131	132	40	12.369696105307558	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	20	0.25	31	165	344	14	12.437544984944788	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	20	0.5	4	306	1197	4	16.961488582101424	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	20	0.75	0	806	19083	1	20.828690445996063	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	30	0.1	95	157	116	63	10.548513005050177	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	30	0.25	58	214	371	29	16.44924860650944	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	30	0.5	17	376	1272	5	15.191768493397802	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	30	0.75	2	1031	23212	1	18.52753409836323	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	50	0.1	182	208	108	123	8.497061306745511	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	50	0.25	115	299	410	57	9.096702238219745	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	50	0.5	42	511	1396	19	10.405943938767946	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	50	0.75	6	1361	25770	3	16.050488957233814	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	5	0.1	2	21	37	1	113.90066085944228	0.6299999999999999
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	5	0.25	0	24	61	1	118.02876738556391	0.41999999999999993
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	5	0.5	0	27	90	1	176.46052108243893	0.09999999999999992
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	5	0.75	0	59	1041	1	175.53878483493955	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	10	0.1	13	52	67	11	40.445905871610144	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	10	0.25	5	61	139	1	48.615344905487355	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	10	0.5	0	79	252	1	90.31630578433976	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	10	0.75	0	110	2108	1	180.17940462561106	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	15	0.1	25	87	107	22	24.990165855460404	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	15	0.25	14	103	238	3	35.99750465268002	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	15	0.5	2	136	428	1	52.86995822486492	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	15	0.75	0	202	3726	1	123.94720495720848	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	20	0.1	43	113	115	37	15.520726266782196	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	20	0.25	31	130	247	13	17.86035409841334	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	20	0.5	4	193	595	3	35.77048895308933	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	20	0.75	0	299	5273	1	95.20291953605819	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.1	95	155	116	61	10.599145902409397	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.25	58	198	339	29	18.245695870931005	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.5	17	304	911	5	20.154946180103117	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.75	2	548	9435	1	52.533414004344785	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.1	182	207	108	122	8.520753171790435	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.25	115	297	408	57	9.126661210882894	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.5	42	490	1311	19	11.079264790057742	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.75	6	1003	16416	3	25.3497668319315	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.1	2	21	37	1	113.90066085944228	0.6299999999999999
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.25	0	23	54	1	133.77809405842754	0.49999999999999994
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.5	0	24	68	1	212.81993888940224	0.3499999999999999
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.75	0	25	252	1	266.63507946254936	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.1	13	52	67	11	40.445905871610144	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.25	5	61	139	1	48.615344905487355	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.5	0	79	252	1	90.31630578433976	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.75	0	96	1529	1	219.64331486273124	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.1	25	87	107	22	24.990165855460404	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.25	14	103	238	3	35.99750465268002	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.5	2	136	428	1	52.86995822486492	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.75	0	194	3372	1	136.81163094404187	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.1	43	113	115	37	15.520726266782196	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.25	31	130	247	13	17.86035409841334	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.5	4	193	595	3	35.77048895308933	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.75	0	299	5273	1	95.20291953605819	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.1	95	155	116	61	10.599145902409397	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.25	58	198	339	29	18.245695870931005	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.5	17	304	911	5	20.154946180103117	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.75	2	548	9435	1	52.533414004344785	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.1	182	207	108	122	8.520753171790435	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.25	115	297	408	57	9.126661210882894	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.5	42	490	1311	19	11.079264790057742	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.75	6	1003	16416	3	25.3497668319315	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	5	0.1	484	42	4	38	17.11242338225669	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	5	0.25	484	50	12	38	15.908488300275422	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	5	0.5	484	71	33	38	17.313657773186073	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	5	0.75	484	127	159	38	18.738400632266256	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	10	0.1	484	46	8	38	16.436177189508363	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	10	0.25	484	53	15	38	15.789127487414014	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	10	0.5	484	76	38	38	16.00854602099676	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	10	0.75	484	143	202	38	17.41460375328157	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	15	0.1	484	45	7	38	12.621478851349462	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	15	0.25	484	50	12	38	13.610290224679265	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	15	0.5	484	77	39	38	16.716591330297156	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	15	0.75	484	147	214	38	17.610751073720163	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	20	0.1	484	48	9	39	11.399850754383682	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	20	0.25	484	54	16	38	14.238272193694304	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	20	0.5	484	77	39	38	15.12857137282839	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	20	0.75	484	151	226	38	16.63960758259069	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	30	0.1	484	46	7	39	10.561929171609084	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	30	0.25	484	59	21	38	11.913891958675286	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	30	0.5	484	78	40	38	13.392276027591837	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	30	0.75	484	152	229	38	15.862348275012247	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	50	0.1	484	47	8	39	8.362054023238006	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	50	0.25	484	53	15	38	9.351640828606241	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	50	0.5	484	83	45	38	10.905764282505434	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	50	0.75	484	158	246	38	14.395629099053183	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	5	0.1	13	5	4	1	31.38407239349285	0.51
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	5	0.25	13	5	4	1	38.774218238411976	0.51
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	5	0.5	12	5	4	1	77.0817747590181	0.54
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	5	0.75	12	5	9	1	127.7441192384213	0.59
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	10	0.1	14	11	9	2	31.755522718741314	0.55
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	10	0.25	14	11	9	2	39.10380337021616	0.55
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	10	0.5	13	11	10	1	61.56512375371235	0.61
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	10	0.75	12	10	24	1	81.65469980350181	0.5499999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	15	0.1	17	17	13	4	24.578664053271865	0.35
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	15	0.25	16	18	14	4	32.8062494046485	0.37
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	15	0.5	14	17	15	2	43.231972661533874	0.5
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	15	0.75	13	16	42	1	78.90262986745118	0.3
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	20	0.1	17	20	14	6	10.87152243248387	0.25999999999999995
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	20	0.25	16	21	18	3	18.376757478388324	0.33999999999999997
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	20	0.5	14	22	20	2	32.67372513273604	0.4
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	20	0.75	13	22	59	1	63.6779085166736	0.06999999999999995
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	30	0.1	22	32	22	10	13.120683814115788	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	30	0.25	19	32	28	4	14.905955185763842	0.009999999999999981
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	30	0.5	16	34	30	4	22.750413510063783	0.05999999999999997
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	30	0.75	13	35	91	2	46.447372017660356	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	50	0.1	30	52	27	25	8.449729521948193	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	50	0.25	18	53	41	12	9.319990802092338	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	50	0.5	17	52	48	4	12.060682367577616	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	50	0.75	14	54	148	2	23.950888537346483	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	5	0.1	0	5	4	1	30.744105126023754	0.9000000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	5	0.25	0	5	4	1	38.77318661136843	0.9000000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	5	0.5	0	5	4	1	77.07243346359319	0.9000000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	5	0.75	0	5	9	1	128.19609978466585	0.95
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	10	0.1	0	10	9	1	17.801404438976157	1.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	10	0.25	0	10	9	1	22.438582842951558	1.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	10	0.5	0	10	9	1	37.907914740855894	1.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	10	0.75	0	10	24	1	82.06972645257203	0.9099999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	15	0.1	0	16	14	2	20.71985762499347	0.93
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	15	0.25	0	16	14	2	25.33085754075452	0.93
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	15	0.5	0	15	14	1	22.999903381439577	0.97
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	15	0.75	0	15	39	1	54.76941563399129	0.73
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	20	0.1	0	20	15	5	10.457533169921097	0.8
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	20	0.25	0	20	18	2	13.152471250681373	0.86
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	20	0.5	0	21	19	2	28.265023697599304	0.8400000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	20	0.75	0	20	54	1	39.71432361252046	0.5299999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	30	0.1	0	30	23	7	10.922403072991258	0.5599999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	30	0.25	0	30	28	2	11.416167872315514	0.66
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	30	0.5	0	31	29	2	17.66163646736947	0.64
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	30	0.75	0	31	86	1	32.20033544075898	0.09999999999999987
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	50	0.1	1	49	31	18	7.183035685973759	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	50	0.25	0	50	47	3	7.9117381149782755	0.2399999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	50	0.5	0	50	48	2	10.147413463538381	0.2599999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	50	0.75	0	51	144	1	18.977637135979233	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	5	0.1	0	5	4	1	30.744105126023754	0.9000000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	5	0.25	0	5	4	1	38.77318661136843	0.9000000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	5	0.5	0	5	4	1	77.07243346359319	0.9000000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	5	0.75	0	5	9	1	128.19609978466585	0.95
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	10	0.1	0	10	9	1	17.801404438976157	1.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	10	0.25	0	10	9	1	22.438582842951558	1.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	10	0.5	0	10	9	1	37.907914740855894	1.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	10	0.75	0	10	24	1	82.06972645257203	0.9099999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	15	0.1	0	15	14	1	12.61568688401688	0.97
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	15	0.25	0	15	14	1	16.474896728727078	0.97
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	15	0.5	0	15	14	1	22.999903381439577	0.97
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	15	0.75	0	15	39	1	54.76941563399129	0.73
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	20	0.1	0	20	15	5	10.457533169921097	0.8
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	20	0.25	0	20	18	2	13.152471250681373	0.86
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	20	0.5	0	20	19	1	20.50219500443794	0.8800000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	20	0.75	0	20	54	1	39.71432361252046	0.5299999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	30	0.1	0	30	23	7	10.922403072991258	0.5599999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	30	0.25	0	30	29	1	11.312775472397961	0.6799999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	30	0.5	0	30	29	1	14.21614887685441	0.6799999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	30	0.75	0	30	84	1	24.25686615281445	0.12999999999999995
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	50	0.1	1	49	32	17	7.151423434733616	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	50	0.25	0	50	47	3	7.9117381149782755	0.2399999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	50	0.5	0	50	48	2	10.147413463538381	0.2599999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	50	0.75	0	50	143	1	16.074874805111236	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.1	0	5	4	1	30.744105126023754	0.9000000000000001
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.25	0	5	4	1	38.77318661136843	0.9000000000000001
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.5	0	5	4	1	77.07243346359319	0.9000000000000001
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.75	0	5	9	1	128.19609978466585	0.95
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.1	0	10	9	1	17.801404438976157	1.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.25	0	10	9	1	22.438582842951558	1.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.5	0	10	9	1	37.907914740855894	1.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.75	0	10	24	1	82.06972645257203	0.9099999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.1	0	15	14	1	12.61568688401688	0.97
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.25	0	15	14	1	16.474896728727078	0.97
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.5	0	15	14	1	22.999903381439577	0.97
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.75	0	15	39	1	54.76941563399129	0.73
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.1	0	20	15	5	10.457533169921097	0.8
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.25	0	20	18	2	13.152471250681373	0.86
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.5	0	20	19	1	20.50219500443794	0.8800000000000001
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.75	0	20	54	1	39.71432361252046	0.5299999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.1	0	30	23	7	10.922403072991258	0.5599999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.25	0	30	29	1	11.312775472397961	0.6799999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.5	0	30	29	1	14.21614887685441	0.6799999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.75	0	30	84	1	24.25686615281445	0.12999999999999995
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.1	0	50	33	17	7.591284476292533	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.25	0	50	47	3	7.9117381149782755	0.2399999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.5	0	50	48	2	10.147413463538381	0.2599999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.75	0	50	143	1	16.074874805111236	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.1	0	10	7	3	80.46148146784273	0.92
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.25	0	10	10	1	83.41037105780072	1.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.5	0	10	16	1	120.65338785131564	0.99
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.75	0	10	29	1	244.38578109210852	0.8599999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.1	0	20	13	8	26.251618997692315	0.71
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.25	0	20	18	4	34.69362333340235	0.7999999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.5	0	20	27	1	41.78549389441269	0.8
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.75	0	20	75	1	146.2508461513984	0.31999999999999995
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.1	0	30	19	11	17.911510886081672	0.48000000000000004
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.25	0	30	26	6	20.09657239984526	0.56
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.5	0	30	38	3	35.27296730106814	0.53
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.75	0	30	121	1	68.61988697811218	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.1	0	40	20	20	14.35060974314332	0.09999999999999998
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.25	0	40	32	11	15.228571009782895	0.24999999999999994
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.5	0	40	52	2	22.335174053496875	0.31999999999999995
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.75	0	40	155	1	58.73473737916941	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.1	0	60	29	31	10.93845154591006	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.25	0	60	44	17	13.376710690184224	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.5	0	60	62	7	18.42054257856942	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.75	0	60	225	1	31.14908595056291	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.1	0	100	35	66	7.881744730705252	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.25	0	100	67	34	8.90471223566489	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.5	0	100	99	8	11.402960141998218	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.75	0	100	360	2	21.579629283192055	0.0
TSNE(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.1	0	488	57	431	5.620676770362561	0.0
TSNE(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.25	0	555	124	431	5.423550326251672	0.0
TSNE(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.5	0	762	332	430	5.948999981610487	0.0
TSNE(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.75	0	1352	1576	430	6.422609091668175	0.0
