projection_function	clustering_algorithm	n_cubes	perc_overlap	unclustered_samples	num_clusters	num_edges	num_connected_components	std_dev_cluster_sizes	combined_score
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	20	0.1	59	207	140	93	2.2165965338111198	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	20	0.25	25	259	437	32	2.8999763280583855	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	20	0.5	1	452	1577	8	3.914618424689316	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	20	0.75	0	1060	20333	8	7.983485256819394	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	30	0.1	157	241	107	146	1.2255353728560356	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	30	0.25	82	330	357	87	1.5084122850438664	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	30	0.5	7	591	1700	20	2.8257637006726806	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	30	0.75	1	1454	28066	7	4.953165041958309	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	50	0.1	382	171	36	139	0.5808051002542755	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	50	0.25	234	313	221	147	0.7114062608729756	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	50	0.5	50	787	1731	59	1.321432410646063	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	50	0.75	1	2054	33355	10	3.551479682967661	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	5	0.1	1	26	51	3	28.078292906520844	0.41
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	5	0.25	0	28	68	3	38.52265434726927	0.2499999999999999
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	5	0.5	0	40	123	4	62.60988340509827	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	5	0.75	0	140	1824	4	62.87676641735038	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	10	0.1	7	84	95	19	7.910022274365122	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	10	0.25	1	89	219	4	11.235258405369448	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	10	0.5	0	105	345	3	22.781832281143846	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	10	0.75	0	154	2520	3	65.20251804120615	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	15	0.1	22	155	148	39	3.7008084725741184	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	15	0.25	7	174	382	7	5.265738540615294	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	15	0.5	1	205	680	2	10.878234713493546	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	15	0.75	0	263	4413	3	39.24200702616889	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	20	0.1	59	197	140	83	2.210460282268424	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	20	0.25	25	242	423	24	2.925794924022524	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	20	0.5	1	331	1087	2	6.414519837783474	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	20	0.75	0	414	7559	3	23.184475436835818	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.1	157	234	106	140	1.2102470543846204	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.25	82	317	354	77	1.508941990270762	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.5	7	545	1585	12	2.9868009166183414	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.75	1	825	15294	3	10.889796675114937	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.1	382	168	36	136	0.5684445898244439	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.25	234	305	220	140	0.6680483755598454	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.5	50	761	1700	52	1.3195025286496371	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.75	1	1795	29105	3	4.217504363114964	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.1	1	24	51	1	27.486739227004236	0.48999999999999994
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.25	0	25	67	1	37.50532762155265	0.3499999999999999
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.5	0	25	72	1	74.71713056588831	0.29999999999999993
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.75	0	25	252	1	146.54364537570368	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.1	7	82	95	17	7.8852285488939815	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.25	1	87	219	2	11.19485943596388	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.5	0	96	329	1	22.373680904630383	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.75	0	100	1632	1	72.24179122917703	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.1	22	153	148	37	3.6977409389523332	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.25	7	171	381	5	5.263859602345418	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.5	1	197	666	1	10.79939664848675	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.75	0	222	4090	1	38.07239397330478	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.1	59	195	140	81	2.1979848519948786	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.25	25	239	423	22	2.9078564748279634	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.5	1	325	1079	1	6.401964195630133	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.75	0	380	7283	1	22.794877656360015	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.1	157	233	106	139	1.2049313228208962	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.25	82	315	353	76	1.5041255100597815	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.5	7	539	1577	11	2.975345678396909	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.75	1	793	15065	1	10.809583858764187	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.1	382	167	36	135	0.5635109152583757	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.25	234	304	219	140	0.6649539041154191	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.5	50	755	1693	50	1.3135948143719574	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.75	1	1767	28917	2	4.20776383384966	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	5	0.1	268	36	2	34	8.82909576903351	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	5	0.25	268	40	6	34	8.767803316680867	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	5	0.5	268	58	24	34	8.327586206896552	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	5	0.75	268	105	121	34	8.54008024093111	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	10	0.1	268	38	4	34	7.921926862055483	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	10	0.25	268	46	12	34	8.549671391777137	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	10	0.5	268	63	29	34	8.755633826785058	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	10	0.75	268	117	152	34	8.613629247302988	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	15	0.1	268	38	4	34	7.549329922017459	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	15	0.25	268	42	8	34	8.60341254869213	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	15	0.5	268	65	31	34	8.511127418904525	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	15	0.75	268	123	169	34	8.418658948685504	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	20	0.1	268	38	4	34	7.743105234359152	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	20	0.25	268	47	13	34	7.912605480285588	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	20	0.5	268	67	33	34	8.064840815832525	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	20	0.75	268	128	183	34	8.414751596666045	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	30	0.1	268	40	6	34	6.770339725597232	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	30	0.25	268	46	12	34	7.415943586736857	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	30	0.5	268	68	34	34	8.238234769095055	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	30	0.75	268	131	191	34	8.477806370896932	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	50	0.1	269	41	6	35	6.045337336312638	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	50	0.25	268	49	15	34	6.729187606803923	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	50	0.5	268	73	39	34	7.363673114785507	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=1.0)	50	0.75	268	137	209	34	8.069903449263226	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	5	0.1	13	10	3	7	49.682592524947815	0.37
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	5	0.25	13	12	6	6	56.2862229048005	0.43000000000000005
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	5	0.5	13	14	9	5	87.75095208507275	0.47000000000000003
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	5	0.75	13	18	27	4	151.88336168111223	0.33999999999999997
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	10	0.1	13	15	8	7	34.08394864970248	0.39
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	10	0.25	13	15	8	7	37.57564222856196	0.39
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	10	0.5	13	18	12	6	46.25479621444144	0.4
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	10	0.75	13	27	50	5	79.75301379807877	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	15	0.1	13	17	8	9	21.856562917360854	0.31
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	15	0.25	13	18	11	7	24.874251648275337	0.37
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	15	0.5	13	24	17	7	34.97697655442633	0.2899999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	15	0.75	13	34	65	6	56.94391856547717	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	20	0.1	13	22	11	11	14.91684942252267	0.21000000000000002
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	20	0.25	13	22	15	7	17.057510887757054	0.32999999999999996
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	20	0.5	13	25	18	7	26.362093998770277	0.26999999999999996
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	20	0.75	13	37	69	7	45.080335725253136	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	30	0.1	14	29	14	15	9.628534683049509	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	30	0.25	13	32	24	8	11.801582256206157	0.10999999999999999
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	30	0.5	13	34	27	7	17.689092097638994	0.08999999999999993
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	30	0.75	13	46	96	7	35.265888507870145	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	50	0.1	20	46	22	24	6.303898034929071	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	50	0.25	14	48	31	17	7.267907720856732	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	50	0.5	13	51	43	8	9.636172719644158	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=3.0)	50	0.75	13	61	141	7	21.896092357344617	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	5	0.1	10	7	4	3	58.55504997479739	0.56
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	5	0.25	10	9	6	3	76.18982142575797	0.6
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	5	0.5	10	9	6	3	110.0010100963724	0.6
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	5	0.75	10	12	18	3	205.97383868399942	0.61
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	10	0.1	10	12	8	4	29.321375403544007	0.6
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	10	0.25	10	12	9	3	33.446059392533655	0.64
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	10	0.5	10	14	11	3	49.96917417115215	0.62
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	10	0.75	10	18	36	3	110.7541070219169	0.37
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	15	0.1	10	17	9	8	21.379581501757965	0.44
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	15	0.25	10	16	11	5	20.58670687604018	0.54
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	15	0.5	10	20	17	3	33.38334165418435	0.54
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	15	0.75	10	24	54	3	71.89807600578288	0.12999999999999992
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	20	0.1	10	21	11	10	14.266177116656358	0.34
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	20	0.25	10	23	16	7	18.170584259322588	0.4
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	20	0.5	10	25	20	5	26.952580581458243	0.4
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	20	0.75	10	29	68	3	52.5600500237755	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	30	0.1	10	28	14	14	8.994541995804218	0.14999999999999997
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	30	0.25	10	31	24	7	11.726327804889351	0.23999999999999996
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	30	0.5	10	34	27	7	17.647475485277212	0.17999999999999994
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	30	0.75	10	38	94	3	32.68569366920517	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	50	0.1	14	44	25	19	5.999311255235061	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	50	0.25	10	45	36	9	6.924424475794912	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	50	0.5	10	49	42	7	9.226611639655223	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=5.0)	50	0.75	10	60	144	5	21.245463568070768	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	5	0.1	5	6	4	2	57.33139531608217	0.7300000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	5	0.25	5	6	4	2	67.21772253075987	0.7300000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	5	0.5	5	7	5	2	118.31314381758267	0.75
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	5	0.75	5	8	12	2	229.2899024706496	0.8
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	10	0.1	5	11	9	2	27.08572250534151	0.8200000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	10	0.25	5	11	9	2	30.77511069056501	0.8200000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	10	0.5	5	12	10	2	50.339403607467936	0.8200000000000001
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	10	0.75	5	14	30	2	118.31204417099033	0.65
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	15	0.1	5	16	10	6	18.854707634964804	0.66
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	15	0.25	5	16	13	3	20.730318225970386	0.75
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	15	0.5	5	17	15	2	30.504636892976094	0.77
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	15	0.75	5	19	45	2	72.84822761006596	0.44999999999999996
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	20	0.1	5	21	11	10	14.070924976888172	0.49
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	20	0.25	5	22	18	4	17.06865088327741	0.63
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	20	0.5	5	22	20	2	23.87796106859605	0.67
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	20	0.75	5	24	60	2	51.27756711164141	0.25
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	30	0.1	5	28	15	13	8.52277860219546	0.32999999999999996
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	30	0.25	5	30	26	4	10.542453857301599	0.47
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	30	0.5	5	32	30	2	16.222573008003383	0.47000000000000003
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	30	0.75	5	34	90	2	31.944697021885638	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	50	0.1	9	45	25	20	6.238233368154446	0.0
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	50	0.25	5	46	36	10	7.239489480585528	0.029999999999999936
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	50	0.5	5	51	45	6	10.077553940595186	0.009999999999999926
TSNE(n_components=1, random_state=0)	DBSCAN(eps=10.0)	50	0.75	5	54	144	2	19.233859675704494	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.1	0	5	4	1	9.520504188329525	0.9000000000000001
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.25	0	5	4	1	8.822698000045111	0.9000000000000001
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.5	0	5	4	1	47.35652014242601	0.9000000000000001
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.75	0	5	9	1	83.598086102494	0.95
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.1	0	10	9	1	16.22374802565671	1.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.25	0	10	9	1	16.666133324799723	1.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.5	0	10	9	1	14.465130486794786	1.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.75	0	10	24	1	43.18807705837341	0.9099999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.1	0	15	11	4	14.434526509572649	0.8799999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.25	0	15	14	1	14.948206878715887	0.97
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.5	0	15	14	1	11.84042041295644	0.97
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.75	0	15	39	1	25.536553321769084	0.73
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.1	0	20	11	9	11.739995741055445	0.6799999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.25	0	20	18	2	12.126314361750646	0.86
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.5	0	20	19	1	14.809118812407442	0.8800000000000001
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.75	0	20	54	1	18.722713478553263	0.5299999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.1	0	29	18	11	9.05380928364353	0.5
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.25	0	29	27	2	8.646719323159953	0.6799999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.5	0	30	29	1	12.480918769599192	0.6799999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.75	0	30	84	1	15.280488648382072	0.12999999999999995
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.1	0	47	27	20	6.6834254424724655	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.25	0	48	39	9	7.829536979001731	0.15999999999999992
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.5	0	49	46	3	8.44996543592861	0.2599999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.75	0	50	140	1	13.510366390294529	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.1	0	10	4	6	41.427165000757654	0.8
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.25	0	10	8	2	41.6192263263026	0.96
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.5	0	10	12	1	51.0549703750771	1.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.75	0	10	24	1	139.2162346854705	0.9099999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.1	0	20	11	9	25.23345992922889	0.6799999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.25	0	20	12	9	24.52223480843457	0.6799999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.5	0	20	18	3	45.996847718077376	0.83
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.75	0	20	62	1	68.96685798265716	0.44999999999999996
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.1	0	30	11	19	16.88852338785787	0.28
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.25	0	30	20	11	18.97881860273593	0.47000000000000003
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.5	0	30	27	4	30.452677313424438	0.61
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.75	0	30	90	1	39.97326884584525	0.06999999999999995
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.1	0	40	11	29	10.517574577819735	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.25	0	40	25	16	13.68116862698505	0.16999999999999996
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.5	0	40	39	4	22.411548362395667	0.3899999999999999
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.75	0	40	102	2	45.53745710950491	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.1	0	58	20	38	7.6022753024392955	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.25	0	58	31	27	8.339357711433117	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.5	0	60	57	10	13.539202339872169	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.75	0	60	169	2	24.356518634648918	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.1	0	94	31	63	4.986899996074368	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.25	0	96	54	42	5.918491135955928	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.5	0	98	90	19	7.526719031241986	0.0
TSNE(n_components=1, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.75	0	100	274	5	16.420946988526573	0.0
TSNE(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.1	0	389	36	353	1.3702884632702537	0.0
TSNE(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.25	0	462	106	356	1.362660270458917	0.0
TSNE(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.5	0	637	281	356	1.3593018519663544	0.0
TSNE(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.75	0	1151	1392	356	1.377305407840157	0.0
